,episode steps,episode reward,accuracy
2926,279686,49.0,98.95
2927,279719,-68.0,98.95
2928,279757,-63.0,98.95
2929,279779,-79.0,98.95
2930,279814,-66.0,98.95
2931,279856,-59.0,98.95
2932,279873,-84.0,98.95
2933,279899,-75.0,98.95
2934,280082,82.0,98.95
2935,280157,-26.0,98.95
2936,280631,373.0,98.95
2937,280903,171.0,98.95
2938,280966,-38.0,98.95
2939,281065,-2.0,98.95
2940,281216,50.0,98.95
2941,281622,305.0,98.96
2942,281658,-65.0,98.96
2943,281704,-55.0,98.95
2944,281923,118.0,98.96
2945,282052,28.0,98.96
2946,282065,-88.0,98.96
2947,282138,-28.0,98.96
2948,282139,-100.0,98.95
2949,282237,-3.0,98.95
2950,282573,235.0,98.96
2951,282721,47.0,98.96
2952,282732,-90.0,98.96
2953,282911,78.0,98.96
2954,282912,-100.0,98.96
2955,283422,409.0,98.96
2956,283437,-86.0,98.96
2957,283753,215.0,98.96
2958,284110,256.0,98.96
2959,284168,-43.0,98.96
2960,284238,-31.0,98.96
2961,284275,-64.0,98.96
2962,284593,217.0,98.96
2963,284624,-70.0,98.96
2964,284627,-98.0,98.96
2965,284628,-100.0,98.96
2966,284728,-1.0,98.96
2967,284995,166.0,98.96
2968,284999,-97.0,98.96
2969,285070,-30.0,98.96
2970,285090,-81.0,98.96
2971,285123,-68.0,98.96
2972,285173,-51.0,98.96
2973,285174,-100.0,98.96
2974,285175,-100.0,98.96
2975,285209,-67.0,98.96
2976,285212,-98.0,98.96
2977,285213,-100.0,98.96
2978,285494,180.0,98.96
2979,285611,16.0,98.96
2980,285612,-100.0,98.96
2981,285677,-36.0,98.96
2982,285733,-45.0,98.96
2983,285791,-43.0,98.96
2984,285797,-95.0,98.96
2985,285856,-42.0,98.96
2986,285993,36.0,98.96
2987,286036,-58.0,98.96
2988,286322,185.0,98.96
2989,286469,46.0,98.96
2990,286698,128.0,98.96
2991,286713,-86.0,98.96
2992,286714,-100.0,98.96
2993,286731,-84.0,98.96
2994,286776,-56.0,98.96
2995,286786,-91.0,98.96
2996,286787,-100.0,98.95
2997,286788,-100.0,98.95
2998,286919,30.0,98.95
2999,286929,-91.0,98.95
3000,287197,167.0,98.96
3001,287350,52.0,98.96
3002,287656,205.0,98.96
3003,287668,-89.0,98.96
3004,287669,-100.0,98.96
3005,287685,-85.0,98.96
3006,287788,2.0,98.96
3007,287877,-12.0,98.96
3008,287886,-92.0,98.95
3009,287906,-81.0,98.95
3010,288009,2.0,98.95
3011,288165,55.0,98.95
3012,288250,-16.0,98.95
3013,288421,70.0,98.95
3014,288554,32.0,98.96
3015,288892,237.0,98.96
3016,288925,-68.0,98.96
3017,289011,-15.0,98.96
3018,289101,-11.0,98.96
3019,289193,-9.0,98.96
3020,289194,-100.0,98.96
3021,289290,-5.0,98.96
3022,289713,322.0,98.96
3023,289794,-20.0,98.96
3024,290068,173.0,98.96
3025,290144,-25.0,98.96
3026,290503,258.0,98.96
3027,290524,-80.0,98.96
3028,290525,-100.0,98.96
3029,290554,-72.0,98.96
3030,290598,-57.0,98.96
3031,290736,37.0,98.96
3032,290869,32.0,98.96
3033,291291,321.0,98.96
3034,291306,-86.0,98.96
3035,291347,-60.0,98.96
3036,291427,-21.0,98.96
3037,291428,-100.0,98.96
3038,291429,-100.0,98.96
3039,291450,-80.0,98.96
3040,291511,-40.0,98.96
3041,291693,81.0,98.96
3042,291764,-30.0,98.96
3043,291792,-73.0,98.96
3044,291947,54.0,98.96
3045,292019,-29.0,98.96
3046,292191,71.0,98.96
3047,292283,-9.0,98.96
3048,292350,-34.0,98.96
3049,292620,169.0,98.96
3050,292681,-40.0,98.96
3051,292719,-63.0,98.96
3052,292743,-77.0,98.96
3053,292744,-100.0,98.96
3054,292747,-98.0,98.96
3055,292748,-100.0,98.96
3056,293317,468.0,98.96
3057,293320,-98.0,98.96
3058,293340,-81.0,98.96
3059,293596,155.0,98.96
3060,293597,-100.0,98.96
3061,294250,552.0,98.96
3062,294349,-2.0,98.96
3063,294389,-61.0,98.96
3064,294522,32.0,98.96
3065,294555,-68.0,98.96
3066,294754,98.0,98.96
3067,294904,49.0,98.96
3068,295231,226.0,98.96
3069,295433,101.0,98.96
3070,295440,-94.0,98.96
3071,295664,123.0,98.96
3072,295665,-100.0,98.96
3073,295666,-100.0,98.96
3074,295689,-78.0,98.96
3075,295690,-100.0,98.96
3076,295691,-100.0,98.96
3077,295693,-99.0,98.96
3078,296185,391.0,98.96
3079,296521,235.0,98.96
3080,296576,-46.0,98.96
3081,296584,-93.0,98.96
3082,296587,-98.0,98.96
3083,296590,-98.0,98.96
3084,296596,-95.0,98.96
3085,296613,-84.0,98.96
3086,296733,19.0,98.96
3087,296734,-100.0,98.96
3088,296741,-94.0,98.96
3089,296784,-58.0,98.96
3090,296785,-100.0,98.96
3091,296892,6.0,98.96
3092,296893,-100.0,98.96
3093,296917,-77.0,98.96
3094,297360,342.0,98.96
3095,297377,-84.0,98.96
3096,297544,66.0,98.96
3097,297576,-69.0,98.96
3098,297589,-88.0,98.96
3099,297591,-99.0,98.96
3100,297633,-59.0,98.96
3101,297675,-59.0,98.96
3102,297796,20.0,98.96
3103,297861,-36.0,98.96
3104,297867,-95.0,98.96
3105,297994,26.0,98.96
3106,297996,-99.0,98.96
3107,298050,-47.0,98.96
3108,298075,-76.0,98.96
3109,298147,-29.0,98.96
3110,298295,47.0,98.96
3111,298325,-71.0,98.96
3112,298571,145.0,98.96
3113,298576,-96.0,98.96
3114,298644,-33.0,98.96
3115,298862,117.0,98.96
3116,298873,-90.0,98.96
3117,299020,46.0,98.96
3118,299314,193.0,98.96
3119,299380,-35.0,98.96
3120,299474,-7.0,98.96
3121,299477,-98.0,98.96
3122,299580,2.0,98.96
3123,299581,-100.0,98.96
3124,299582,-100.0,98.96
3125,299608,-75.0,98.96
3126,299796,87.0,98.96
3127,299880,-17.0,98.96
3128,299889,-92.0,98.96
3129,299933,-57.0,98.96
3130,299935,-99.0,98.96
3131,299947,-89.0,98.96
3132,299962,-86.0,98.96
3133,299982,-81.0,98.96
3134,299987,-96.0,98.95
3135,299990,-98.0,98.95
